,Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Opp_2,Tm,1stD,1stD_2,TotYd,TotYd_2,PassY,PassY_2,RushY,RushY_2,TO,TO_2,Offense,Defense,Sp. Tms,,key,Officials,Officials_2
4,16,Sun,December 22,4:25PM ET,boxscore,W,,5-9-1,@,Seattle Seahawks,13.0,27.0,21.0,13.0,412.0,224.0,159.0,133.0,253.0,91.0,,1.0,10.12,13.87,-6.82,/boxscores/201912220sea.htm,0,Back Judge,Gregory Steed
5,16,Sun,December 22,4:25PM ET,boxscore,W,,5-9-1,@,Seattle Seahawks,13.0,27.0,21.0,13.0,412.0,224.0,159.0,133.0,253.0,91.0,,1.0,10.12,13.87,-6.82,/boxscores/201912220sea.htm,0,Side Judge,Don Willard
6,16,Sun,December 22,4:25PM ET,boxscore,W,,5-9-1,@,Seattle Seahawks,13.0,27.0,21.0,13.0,412.0,224.0,159.0,133.0,253.0,91.0,,1.0,10.12,13.87,-6.82,/boxscores/201912220sea.htm,0,Field Judge,Aaron Santi
0,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Referee,Jerome Boger
1,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Umpire,Carl Paganelli
2,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Down Judge,Patrick Holt
3,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Line Judge,Rusty Baynes
4,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Back Judge,Tony Steratore
5,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Side Judge,Jonah Monroe
6,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Field Judge,David Meslow
0,1,Sun,September 9,4:25PM ET,boxscore,L,,0-1,,Washington Redskins,24.0,6.0,14.0,30.0,213.0,429.0,145.0,247.0,68.0,182.0,2.0,1.0,-9.94,-16.72,7.08,/boxscores/201809090crd.htm,0,Referee,Walt Coleman
1,1,Sun,September 9,4:25PM ET,boxscore,L,,0-1,,Washington Redskins,24.0,6.0,14.0,30.0,213.0,429.0,145.0,247.0,68.0,182.0,2.0,1.0,-9.94,-16.72,7.08,/boxscores/201809090crd.htm,0,Umpire,Jeff Rice
2,1,Sun,September 9,4:25PM ET,boxscore,L,,0-1,,Washington Redskins,24.0,6.0,14.0,30.0,213.0,429.0,145.0,247.0,68.0,182.0,2.0,1.0,-9.94,-16.72,7.08,/boxscores/201809090crd.htm,0,Down Judge,Jerry Bergman
3,1,Sun,September 9,4:25PM ET,boxscore,L,,0-1,,Washington Redskins,24.0,6.0,14.0,30.0,213.0,429.0,145.0,247.0,68.0,182.0,2.0,1.0,-9.94,-16.72,7.08,/boxscores/201809090crd.htm,0,Line Judge,Mark Stewart
4,1,Sun,September 9,4:25PM ET,boxscore,L,,0-1,,Washington Redskins,24.0,6.0,14.0,30.0,213.0,429.0,145.0,247.0,68.0,182.0,2.0,1.0,-9.94,-16.72,7.08,/boxscores/201809090crd.htm,0,Back Judge,Greg Yette
5,1,Sun,September 9,4:25PM ET,boxscore,L,,0-1,,Washington Redskins,24.0,6.0,14.0,30.0,213.0,429.0,145.0,247.0,68.0,182.0,2.0,1.0,-9.94,-16.72,7.08,/boxscores/201809090crd.htm,0,Side Judge,Jabir Walker
6,1,Sun,September 9,4:25PM ET,boxscore,L,,0-1,,Washington Redskins,24.0,6.0,14.0,30.0,213.0,429.0,145.0,247.0,68.0,182.0,2.0,1.0,-9.94,-16.72,7.08,/boxscores/201809090crd.htm,0,Field Judge,Greg Gautreaux
0,2,Sun,September 16,4:05PM ET,boxscore,L,,0-2,@,Los Angeles Rams,34.0,0.0,5.0,24.0,137.0,432.0,83.0,342.0,54.0,90.0,1.0,1.0,-17.5,-18.11,3.56,/boxscores/201809160ram.htm,0,Referee,Craig Wrolstad
1,2,Sun,September 16,4:05PM ET,boxscore,L,,0-2,@,Los Angeles Rams,34.0,0.0,5.0,24.0,137.0,432.0,83.0,342.0,54.0,90.0,1.0,1.0,-17.5,-18.11,3.56,/boxscores/201809160ram.htm,0,Umpire,Paul King
2,2,Sun,September 16,4:05PM ET,boxscore,L,,0-2,@,Los Angeles Rams,34.0,0.0,5.0,24.0,137.0,432.0,83.0,342.0,54.0,90.0,1.0,1.0,-17.5,-18.11,3.56,/boxscores/201809160ram.htm,0,Down Judge,Jerod Phillips
3,2,Sun,September 16,4:05PM ET,boxscore,L,,0-2,@,Los Angeles Rams,34.0,0.0,5.0,24.0,137.0,432.0,83.0,342.0,54.0,90.0,1.0,1.0,-17.5,-18.11,3.56,/boxscores/201809160ram.htm,0,Line Judge,Carl Johnson
4,2,Sun,September 16,4:05PM ET,boxscore,L,,0-2,@,Los Angeles Rams,34.0,0.0,5.0,24.0,137.0,432.0,83.0,342.0,54.0,90.0,1.0,1.0,-17.5,-18.11,3.56,/boxscores/201809160ram.htm,0,Back Judge,Scott Helverson
5,2,Sun,September 16,4:05PM ET,boxscore,L,,0-2,@,Los Angeles Rams,34.0,0.0,5.0,24.0,137.0,432.0,83.0,342.0,54.0,90.0,1.0,1.0,-17.5,-18.11,3.56,/boxscores/201809160ram.htm,0,Side Judge,Adrian Hill
6,2,Sun,September 16,4:05PM ET,boxscore,L,,0-2,@,Los Angeles Rams,34.0,0.0,5.0,24.0,137.0,432.0,83.0,342.0,54.0,90.0,1.0,1.0,-17.5,-18.11,3.56,/boxscores/201809160ram.htm,0,Field Judge,Jeff Lamberth
0,3,Sun,September 23,4:25PM ET,boxscore,L,,0-3,,Chicago Bears,16.0,14.0,13.0,21.0,221.0,316.0,168.0,194.0,53.0,122.0,4.0,2.0,-6.07,2.63,1.68,/boxscores/201809230crd.htm,0,Referee,Bill Vinovich
1,3,Sun,September 23,4:25PM ET,boxscore,L,,0-3,,Chicago Bears,16.0,14.0,13.0,21.0,221.0,316.0,168.0,194.0,53.0,122.0,4.0,2.0,-6.07,2.63,1.68,/boxscores/201809230crd.htm,0,Umpire,Bruce Stritesky
2,3,Sun,September 23,4:25PM ET,boxscore,L,,0-3,,Chicago Bears,16.0,14.0,13.0,21.0,221.0,316.0,168.0,194.0,53.0,122.0,4.0,2.0,-6.07,2.63,1.68,/boxscores/201809230crd.htm,0,Down Judge,Mike Spanier
3,3,Sun,September 23,4:25PM ET,boxscore,L,,0-3,,Chicago Bears,16.0,14.0,13.0,21.0,221.0,316.0,168.0,194.0,53.0,122.0,4.0,2.0,-6.07,2.63,1.68,/boxscores/201809230crd.htm,0,Line Judge,Mark Perlman
4,3,Sun,September 23,4:25PM ET,boxscore,L,,0-3,,Chicago Bears,16.0,14.0,13.0,21.0,221.0,316.0,168.0,194.0,53.0,122.0,4.0,2.0,-6.07,2.63,1.68,/boxscores/201809230crd.htm,0,Back Judge,Steven Patrick
5,3,Sun,September 23,4:25PM ET,boxscore,L,,0-3,,Chicago Bears,16.0,14.0,13.0,21.0,221.0,316.0,168.0,194.0,53.0,122.0,4.0,2.0,-6.07,2.63,1.68,/boxscores/201809230crd.htm,0,Side Judge,Gary Cavaletto
6,3,Sun,September 23,4:25PM ET,boxscore,L,,0-3,,Chicago Bears,16.0,14.0,13.0,21.0,221.0,316.0,168.0,194.0,53.0,122.0,4.0,2.0,-6.07,2.63,1.68,/boxscores/201809230crd.htm,0,Field Judge,Mearl Robinson
0,4,Sun,September 30,4:05PM ET,boxscore,L,,0-4,,Seattle Seahawks,20.0,17.0,18.0,19.0,263.0,331.0,171.0,160.0,92.0,171.0,1.0,,1.27,-1.31,-1.43,/boxscores/201809300crd.htm,0,Referee,John Hussey
1,4,Sun,September 30,4:05PM ET,boxscore,L,,0-4,,Seattle Seahawks,20.0,17.0,18.0,19.0,263.0,331.0,171.0,160.0,92.0,171.0,1.0,,1.27,-1.31,-1.43,/boxscores/201809300crd.htm,0,Umpire,Tony Michalek
2,4,Sun,September 30,4:05PM ET,boxscore,L,,0-4,,Seattle Seahawks,20.0,17.0,18.0,19.0,263.0,331.0,171.0,160.0,92.0,171.0,1.0,,1.27,-1.31,-1.43,/boxscores/201809300crd.htm,0,Down Judge,Kevin Codey
3,4,Sun,September 30,4:05PM ET,boxscore,L,,0-4,,Seattle Seahawks,20.0,17.0,18.0,19.0,263.0,331.0,171.0,160.0,92.0,171.0,1.0,,1.27,-1.31,-1.43,/boxscores/201809300crd.htm,0,Line Judge,Derick Bowers
4,4,Sun,September 30,4:05PM ET,boxscore,L,,0-4,,Seattle Seahawks,20.0,17.0,18.0,19.0,263.0,331.0,171.0,160.0,92.0,171.0,1.0,,1.27,-1.31,-1.43,/boxscores/201809300crd.htm,0,Back Judge,Greg Steed
5,4,Sun,September 30,4:05PM ET,boxscore,L,,0-4,,Seattle Seahawks,20.0,17.0,18.0,19.0,263.0,331.0,171.0,160.0,92.0,171.0,1.0,,1.27,-1.31,-1.43,/boxscores/201809300crd.htm,0,Side Judge,Allen Baynes
6,4,Sun,September 30,4:05PM ET,boxscore,L,,0-4,,Seattle Seahawks,20.0,17.0,18.0,19.0,263.0,331.0,171.0,160.0,92.0,171.0,1.0,,1.27,-1.31,-1.43,/boxscores/201809300crd.htm,0,Field Judge,Don Willard
0,5,Sun,October 7,4:25PM ET,boxscore,W,,1-4,@,San Francisco 49ers,18.0,28.0,10.0,33.0,220.0,447.0,164.0,300.0,56.0,147.0,,5.0,-3.94,10.35,4.12,/boxscores/201810070sfo.htm,0,Referee,Shawn Smith
1,5,Sun,October 7,4:25PM ET,boxscore,W,,1-4,@,San Francisco 49ers,18.0,28.0,10.0,33.0,220.0,447.0,164.0,300.0,56.0,147.0,,5.0,-3.94,10.35,4.12,/boxscores/201810070sfo.htm,0,Umpire,Bryan Neale
2,5,Sun,October 7,4:25PM ET,boxscore,W,,1-4,@,San Francisco 49ers,18.0,28.0,10.0,33.0,220.0,447.0,164.0,300.0,56.0,147.0,,5.0,-3.94,10.35,4.12,/boxscores/201810070sfo.htm,0,Down Judge,Mark Hittner
3,5,Sun,October 7,4:25PM ET,boxscore,W,,1-4,@,San Francisco 49ers,18.0,28.0,10.0,33.0,220.0,447.0,164.0,300.0,56.0,147.0,,5.0,-3.94,10.35,4.12,/boxscores/201810070sfo.htm,0,Line Judge,Bart Longson
4,5,Sun,October 7,4:25PM ET,boxscore,W,,1-4,@,San Francisco 49ers,18.0,28.0,10.0,33.0,220.0,447.0,164.0,300.0,56.0,147.0,,5.0,-3.94,10.35,4.12,/boxscores/201810070sfo.htm,0,Back Judge,Carl Paganelli
5,5,Sun,October 7,4:25PM ET,boxscore,W,,1-4,@,San Francisco 49ers,18.0,28.0,10.0,33.0,220.0,447.0,164.0,300.0,56.0,147.0,,5.0,-3.94,10.35,4.12,/boxscores/201810070sfo.htm,0,Back Judge,Dino Paganelli
6,5,Sun,October 7,4:25PM ET,boxscore,W,,1-4,@,San Francisco 49ers,18.0,28.0,10.0,33.0,220.0,447.0,164.0,300.0,56.0,147.0,,5.0,-3.94,10.35,4.12,/boxscores/201810070sfo.htm,0,Side Judge,James Coleman
7,5,Sun,October 7,4:25PM ET,boxscore,W,,1-4,@,San Francisco 49ers,18.0,28.0,10.0,33.0,220.0,447.0,164.0,300.0,56.0,147.0,,5.0,-3.94,10.35,4.12,/boxscores/201810070sfo.htm,0,Field Judge,Brad Rogers
0,6,Sun,October 14,1:00PM ET,boxscore,L,,1-5,@,Minnesota Vikings,27.0,17.0,16.0,20.0,268.0,411.0,208.0,216.0,60.0,195.0,2.0,2.0,-14.2,3.32,-0.88,/boxscores/201810140min.htm,0,Referee,Jerome Boger
1,6,Sun,October 14,1:00PM ET,boxscore,L,,1-5,@,Minnesota Vikings,27.0,17.0,16.0,20.0,268.0,411.0,208.0,216.0,60.0,195.0,2.0,2.0,-14.2,3.32,-0.88,/boxscores/201810140min.htm,0,Umpire,Bill Schuster
2,6,Sun,October 14,1:00PM ET,boxscore,L,,1-5,@,Minnesota Vikings,27.0,17.0,16.0,20.0,268.0,411.0,208.0,216.0,60.0,195.0,2.0,2.0,-14.2,3.32,-0.88,/boxscores/201810140min.htm,0,Down Judge,Mike Carr
3,6,Sun,October 14,1:00PM ET,boxscore,L,,1-5,@,Minnesota Vikings,27.0,17.0,16.0,20.0,268.0,411.0,208.0,216.0,60.0,195.0,2.0,2.0,-14.2,3.32,-0.88,/boxscores/201810140min.htm,0,Line Judge,Rusty Baynes
4,6,Sun,October 14,1:00PM ET,boxscore,L,,1-5,@,Minnesota Vikings,27.0,17.0,16.0,20.0,268.0,411.0,208.0,216.0,60.0,195.0,2.0,2.0,-14.2,3.32,-0.88,/boxscores/201810140min.htm,0,Back Judge,Tony Steratore
5,6,Sun,October 14,1:00PM ET,boxscore,L,,1-5,@,Minnesota Vikings,27.0,17.0,16.0,20.0,268.0,411.0,208.0,216.0,60.0,195.0,2.0,2.0,-14.2,3.32,-0.88,/boxscores/201810140min.htm,0,Side Judge,Jonah Monroe
6,6,Sun,October 14,1:00PM ET,boxscore,L,,1-5,@,Minnesota Vikings,27.0,17.0,16.0,20.0,268.0,411.0,208.0,216.0,60.0,195.0,2.0,2.0,-14.2,3.32,-0.88,/boxscores/201810140min.htm,0,Field Judge,Mike Weatherford
0,7,Thu,October 18,8:20PM ET,boxscore,L,,1-6,,Denver Broncos,45.0,10.0,14.0,15.0,223.0,309.0,154.0,178.0,69.0,131.0,5.0,1.0,-33.3,-4.56,2.09,/boxscores/201810180crd.htm,0,Referee,Alex Kemp
1,7,Thu,October 18,8:20PM ET,boxscore,L,,1-6,,Denver Broncos,45.0,10.0,14.0,15.0,223.0,309.0,154.0,178.0,69.0,131.0,5.0,1.0,-33.3,-4.56,2.09,/boxscores/201810180crd.htm,0,Umpire,Richard Hall
2,7,Thu,October 18,8:20PM ET,boxscore,L,,1-6,,Denver Broncos,45.0,10.0,14.0,15.0,223.0,309.0,154.0,178.0,69.0,131.0,5.0,1.0,-33.3,-4.56,2.09,/boxscores/201810180crd.htm,0,Head Linesman,Tom Symonette
3,7,Thu,October 18,8:20PM ET,boxscore,L,,1-6,,Denver Broncos,45.0,10.0,14.0,15.0,223.0,309.0,154.0,178.0,69.0,131.0,5.0,1.0,-33.3,-4.56,2.09,/boxscores/201810180crd.htm,0,Line Judge,Jeff Bergman
4,7,Thu,October 18,8:20PM ET,boxscore,L,,1-6,,Denver Broncos,45.0,10.0,14.0,15.0,223.0,309.0,154.0,178.0,69.0,131.0,5.0,1.0,-33.3,-4.56,2.09,/boxscores/201810180crd.htm,0,Back Judge,Greg Meyer
5,7,Thu,October 18,8:20PM ET,boxscore,L,,1-6,,Denver Broncos,45.0,10.0,14.0,15.0,223.0,309.0,154.0,178.0,69.0,131.0,5.0,1.0,-33.3,-4.56,2.09,/boxscores/201810180crd.htm,0,Side Judge,Aaron Santi
6,7,Thu,October 18,8:20PM ET,boxscore,L,,1-6,,Denver Broncos,45.0,10.0,14.0,15.0,223.0,309.0,154.0,178.0,69.0,131.0,5.0,1.0,-33.3,-4.56,2.09,/boxscores/201810180crd.htm,0,Field Judge,John Jenkins
7,7,Thu,October 18,8:20PM ET,boxscore,L,,1-6,,Denver Broncos,45.0,10.0,14.0,15.0,223.0,309.0,154.0,178.0,69.0,131.0,5.0,1.0,-33.3,-4.56,2.09,/boxscores/201810180crd.htm,0,Field Judge,John Jenkins
0,8,Sun,October 28,4:25PM ET,boxscore,W,,2-6,,San Francisco 49ers,15.0,18.0,20.0,16.0,321.0,267.0,233.0,160.0,88.0,107.0,2.0,,6.06,3.16,-2.98,/boxscores/201810280crd.htm,0,Referee,Brad Allen
1,8,Sun,October 28,4:25PM ET,boxscore,W,,2-6,,San Francisco 49ers,15.0,18.0,20.0,16.0,321.0,267.0,233.0,160.0,88.0,107.0,2.0,,6.06,3.16,-2.98,/boxscores/201810280crd.htm,0,Umpire,Ruben Fowler
2,8,Sun,October 28,4:25PM ET,boxscore,W,,2-6,,San Francisco 49ers,15.0,18.0,20.0,16.0,321.0,267.0,233.0,160.0,88.0,107.0,2.0,,6.06,3.16,-2.98,/boxscores/201810280crd.htm,0,Head Linesman,Jim Mello
3,8,Sun,October 28,4:25PM ET,boxscore,W,,2-6,,San Francisco 49ers,15.0,18.0,20.0,16.0,321.0,267.0,233.0,160.0,88.0,107.0,2.0,,6.06,3.16,-2.98,/boxscores/201810280crd.htm,0,Line Judge,Brian Bolinger
4,8,Sun,October 28,4:25PM ET,boxscore,W,,2-6,,San Francisco 49ers,15.0,18.0,20.0,16.0,321.0,267.0,233.0,160.0,88.0,107.0,2.0,,6.06,3.16,-2.98,/boxscores/201810280crd.htm,0,Back Judge,Anthony Josselyn
5,8,Sun,October 28,4:25PM ET,boxscore,W,,2-6,,San Francisco 49ers,15.0,18.0,20.0,16.0,321.0,267.0,233.0,160.0,88.0,107.0,2.0,,6.06,3.16,-2.98,/boxscores/201810280crd.htm,0,Side Judge,Scott Novak
6,8,Sun,October 28,4:25PM ET,boxscore,W,,2-6,,San Francisco 49ers,15.0,18.0,20.0,16.0,321.0,267.0,233.0,160.0,88.0,107.0,2.0,,6.06,3.16,-2.98,/boxscores/201810280crd.htm,0,Field Judge,Steve Zimmer
0,10,Sun,November 11,1:00PM ET,boxscore,L,,2-7,@,Kansas City Chiefs,26.0,14.0,21.0,20.0,260.0,330.0,166.0,212.0,94.0,118.0,2.0,,-8.96,-7.53,0.25,/boxscores/201811110kan.htm,0,Referee,Carl Cheffers
1,10,Sun,November 11,1:00PM ET,boxscore,L,,2-7,@,Kansas City Chiefs,26.0,14.0,21.0,20.0,260.0,330.0,166.0,212.0,94.0,118.0,2.0,,-8.96,-7.53,0.25,/boxscores/201811110kan.htm,0,Umpire,Barry Anderson
2,10,Sun,November 11,1:00PM ET,boxscore,L,,2-7,@,Kansas City Chiefs,26.0,14.0,21.0,20.0,260.0,330.0,166.0,212.0,94.0,118.0,2.0,,-8.96,-7.53,0.25,/boxscores/201811110kan.htm,0,Head Linesman,Mike Spanier
3,10,Sun,November 11,1:00PM ET,boxscore,L,,2-7,@,Kansas City Chiefs,26.0,14.0,21.0,20.0,260.0,330.0,166.0,212.0,94.0,118.0,2.0,,-8.96,-7.53,0.25,/boxscores/201811110kan.htm,0,Line Judge,Gary Arthur
4,10,Sun,November 11,1:00PM ET,boxscore,L,,2-7,@,Kansas City Chiefs,26.0,14.0,21.0,20.0,260.0,330.0,166.0,212.0,94.0,118.0,2.0,,-8.96,-7.53,0.25,/boxscores/201811110kan.htm,0,Back Judge,Greg Meyer
5,10,Sun,November 11,1:00PM ET,boxscore,L,,2-7,@,Kansas City Chiefs,26.0,14.0,21.0,20.0,260.0,330.0,166.0,212.0,94.0,118.0,2.0,,-8.96,-7.53,0.25,/boxscores/201811110kan.htm,0,Side Judge,Eugene Hall
6,10,Sun,November 11,1:00PM ET,boxscore,L,,2-7,@,Kansas City Chiefs,26.0,14.0,21.0,20.0,260.0,330.0,166.0,212.0,94.0,118.0,2.0,,-8.96,-7.53,0.25,/boxscores/201811110kan.htm,0,Field Judge,Land Clark
0,11,Sun,November 18,4:05PM ET,boxscore,L,,2-8,,Oakland Raiders,23.0,21.0,13.0,19.0,282.0,325.0,128.0,173.0,154.0,152.0,2.0,,-6.58,-0.79,4.96,/boxscores/201811180crd.htm,0,Referee,Jerome Boger
1,11,Sun,November 18,4:05PM ET,boxscore,L,,2-8,,Oakland Raiders,23.0,21.0,13.0,19.0,282.0,325.0,128.0,173.0,154.0,152.0,2.0,,-6.58,-0.79,4.96,/boxscores/201811180crd.htm,0,Umpire,Bill Schuster
2,11,Sun,November 18,4:05PM ET,boxscore,L,,2-8,,Oakland Raiders,23.0,21.0,13.0,19.0,282.0,325.0,128.0,173.0,154.0,152.0,2.0,,-6.58,-0.79,4.96,/boxscores/201811180crd.htm,0,Head Linesman,Mike Carr
3,11,Sun,November 18,4:05PM ET,boxscore,L,,2-8,,Oakland Raiders,23.0,21.0,13.0,19.0,282.0,325.0,128.0,173.0,154.0,152.0,2.0,,-6.58,-0.79,4.96,/boxscores/201811180crd.htm,0,Line Judge,Walt Coleman IV
4,11,Sun,November 18,4:05PM ET,boxscore,L,,2-8,,Oakland Raiders,23.0,21.0,13.0,19.0,282.0,325.0,128.0,173.0,154.0,152.0,2.0,,-6.58,-0.79,4.96,/boxscores/201811180crd.htm,0,Back Judge,Jim Quirk
5,11,Sun,November 18,4:05PM ET,boxscore,L,,2-8,,Oakland Raiders,23.0,21.0,13.0,19.0,282.0,325.0,128.0,173.0,154.0,152.0,2.0,,-6.58,-0.79,4.96,/boxscores/201811180crd.htm,0,Side Judge,Dyrol Prioleau
6,11,Sun,November 18,4:05PM ET,boxscore,L,,2-8,,Oakland Raiders,23.0,21.0,13.0,19.0,282.0,325.0,128.0,173.0,154.0,152.0,2.0,,-6.58,-0.79,4.96,/boxscores/201811180crd.htm,0,Field Judge,Mike Weatherford
0,12,Sun,November 25,4:05PM ET,boxscore,L,,2-9,@,Los Angeles Chargers,45.0,10.0,10.0,30.0,149.0,414.0,87.0,236.0,62.0,178.0,1.0,1.0,-13.0,-24.25,1.28,/boxscores/201811250sdg.htm,0,Referee,Alex Kemp
1,12,Sun,November 25,4:05PM ET,boxscore,L,,2-9,@,Los Angeles Chargers,45.0,10.0,10.0,30.0,149.0,414.0,87.0,236.0,62.0,178.0,1.0,1.0,-13.0,-24.25,1.28,/boxscores/201811250sdg.htm,0,Umpire,Richard Hall
2,12,Sun,November 25,4:05PM ET,boxscore,L,,2-9,@,Los Angeles Chargers,45.0,10.0,10.0,30.0,149.0,414.0,87.0,236.0,62.0,178.0,1.0,1.0,-13.0,-24.25,1.28,/boxscores/201811250sdg.htm,0,Head Linesman,Tom Symonette
3,12,Sun,November 25,4:05PM ET,boxscore,L,,2-9,@,Los Angeles Chargers,45.0,10.0,10.0,30.0,149.0,414.0,87.0,236.0,62.0,178.0,1.0,1.0,-13.0,-24.25,1.28,/boxscores/201811250sdg.htm,0,Line Judge,Jeff Bergman
4,12,Sun,November 25,4:05PM ET,boxscore,L,,2-9,@,Los Angeles Chargers,45.0,10.0,10.0,30.0,149.0,414.0,87.0,236.0,62.0,178.0,1.0,1.0,-13.0,-24.25,1.28,/boxscores/201811250sdg.htm,0,Back Judge,Todd Prukop
5,12,Sun,November 25,4:05PM ET,boxscore,L,,2-9,@,Los Angeles Chargers,45.0,10.0,10.0,30.0,149.0,414.0,87.0,236.0,62.0,178.0,1.0,1.0,-13.0,-24.25,1.28,/boxscores/201811250sdg.htm,0,Side Judge,Aaron Santi
6,12,Sun,November 25,4:05PM ET,boxscore,L,,2-9,@,Los Angeles Chargers,45.0,10.0,10.0,30.0,149.0,414.0,87.0,236.0,62.0,178.0,1.0,1.0,-13.0,-24.25,1.28,/boxscores/201811250sdg.htm,0,Field Judge,John Jenkins
7,12,Sun,November 25,4:05PM ET,boxscore,L,,2-9,@,Los Angeles Chargers,45.0,10.0,10.0,30.0,149.0,414.0,87.0,236.0,62.0,178.0,1.0,1.0,-13.0,-24.25,1.28,/boxscores/201811250sdg.htm,0,Field Judge,John Jenkins
0,13,Sun,December 2,1:00PM ET,boxscore,W,,3-9,@,Green Bay Packers,17.0,20.0,18.0,22.0,315.0,325.0,133.0,227.0,182.0,98.0,,,3.9,-3.18,0.74,/boxscores/201812020gnb.htm,0,Referee,Peter Morelli
1,13,Sun,December 2,1:00PM ET,boxscore,W,,3-9,@,Green Bay Packers,17.0,20.0,18.0,22.0,315.0,325.0,133.0,227.0,182.0,98.0,,,3.9,-3.18,0.74,/boxscores/201812020gnb.htm,0,Umpire,Steven Woods
2,13,Sun,December 2,1:00PM ET,boxscore,W,,3-9,@,Green Bay Packers,17.0,20.0,18.0,22.0,315.0,325.0,133.0,227.0,182.0,98.0,,,3.9,-3.18,0.74,/boxscores/201812020gnb.htm,0,Head Linesman,Steve Stelljes
3,13,Sun,December 2,1:00PM ET,boxscore,W,,3-9,@,Green Bay Packers,17.0,20.0,18.0,22.0,315.0,325.0,133.0,227.0,182.0,98.0,,,3.9,-3.18,0.74,/boxscores/201812020gnb.htm,0,Line Judge,Jeff Seeman
4,13,Sun,December 2,1:00PM ET,boxscore,W,,3-9,@,Green Bay Packers,17.0,20.0,18.0,22.0,315.0,325.0,133.0,227.0,182.0,98.0,,,3.9,-3.18,0.74,/boxscores/201812020gnb.htm,0,Back Judge,Keith Ferguson
5,13,Sun,December 2,1:00PM ET,boxscore,W,,3-9,@,Green Bay Packers,17.0,20.0,18.0,22.0,315.0,325.0,133.0,227.0,182.0,98.0,,,3.9,-3.18,0.74,/boxscores/201812020gnb.htm,0,Side Judge,Boris Cheek
6,13,Sun,December 2,1:00PM ET,boxscore,W,,3-9,@,Green Bay Packers,17.0,20.0,18.0,22.0,315.0,325.0,133.0,227.0,182.0,98.0,,,3.9,-3.18,0.74,/boxscores/201812020gnb.htm,0,Field Judge,Anthony Jeffries
0,14,Sun,December 9,4:25PM ET,boxscore,L,,3-10,,Detroit Lions,17.0,3.0,22.0,16.0,279.0,218.0,218.0,96.0,61.0,122.0,1.0,1.0,-13.32,6.04,-3.13,/boxscores/201812090crd.htm,0,Referee,Shawn Hochuli
1,14,Sun,December 9,4:25PM ET,boxscore,L,,3-10,,Detroit Lions,17.0,3.0,22.0,16.0,279.0,218.0,218.0,96.0,61.0,122.0,1.0,1.0,-13.32,6.04,-3.13,/boxscores/201812090crd.htm,0,Umpire,Fred Bryan
2,14,Sun,December 9,4:25PM ET,boxscore,L,,3-10,,Detroit Lions,17.0,3.0,22.0,16.0,279.0,218.0,218.0,96.0,61.0,122.0,1.0,1.0,-13.32,6.04,-3.13,/boxscores/201812090crd.htm,0,Head Linesman,Ed Camp
3,14,Sun,December 9,4:25PM ET,boxscore,L,,3-10,,Detroit Lions,17.0,3.0,22.0,16.0,279.0,218.0,218.0,96.0,61.0,122.0,1.0,1.0,-13.32,6.04,-3.13,/boxscores/201812090crd.htm,0,Line Judge,Greg Bradley
4,14,Sun,December 9,4:25PM ET,boxscore,L,,3-10,,Detroit Lions,17.0,3.0,22.0,16.0,279.0,218.0,218.0,96.0,61.0,122.0,1.0,1.0,-13.32,6.04,-3.13,/boxscores/201812090crd.htm,0,Back Judge,Perry Paganelli
5,14,Sun,December 9,4:25PM ET,boxscore,L,,3-10,,Detroit Lions,17.0,3.0,22.0,16.0,279.0,218.0,218.0,96.0,61.0,122.0,1.0,1.0,-13.32,6.04,-3.13,/boxscores/201812090crd.htm,0,Side Judge,Chad Hill
