,Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Opp_2,Tm,1stD,1stD_2,TotYd,TotYd_2,PassY,PassY_2,RushY,RushY_2,TO,TO_2,Offense,Defense,Sp. Tms,,key,Unnamed: 0,DET,ARI
7,11,Sun,November 21,4:00PM ET,boxscore,L,,8-3,,Washington Redskins,16.0,10.0,16.0,20.0,307.0,357.0,155.0,110.0,152.0,247.0,4.0,3.0,,,,/boxscores/197611210crd.htm,0,Turnovers,,
8,11,Sun,November 21,4:00PM ET,boxscore,L,,8-3,,Washington Redskins,16.0,10.0,16.0,20.0,307.0,357.0,155.0,110.0,152.0,247.0,4.0,3.0,,,,/boxscores/197611210crd.htm,0,Penalties-Yards,,
0,12,Thu,November 25,3:30PM ET,boxscore,L,,8-4,@,Dallas Cowboys,19.0,14.0,24.0,16.0,377.0,295.0,249.0,126.0,128.0,169.0,2.0,3.0,,,,/boxscores/197611250dal.htm,0,First Downs,,
1,12,Thu,November 25,3:30PM ET,boxscore,L,,8-4,@,Dallas Cowboys,19.0,14.0,24.0,16.0,377.0,295.0,249.0,126.0,128.0,169.0,2.0,3.0,,,,/boxscores/197611250dal.htm,0,Rush-Yds-TDs,,
2,12,Thu,November 25,3:30PM ET,boxscore,L,,8-4,@,Dallas Cowboys,19.0,14.0,24.0,16.0,377.0,295.0,249.0,126.0,128.0,169.0,2.0,3.0,,,,/boxscores/197611250dal.htm,0,Cmp-Att-Yd-TD-INT,,
3,12,Thu,November 25,3:30PM ET,boxscore,L,,8-4,@,Dallas Cowboys,19.0,14.0,24.0,16.0,377.0,295.0,249.0,126.0,128.0,169.0,2.0,3.0,,,,/boxscores/197611250dal.htm,0,Sacked-Yards,,
4,12,Thu,November 25,3:30PM ET,boxscore,L,,8-4,@,Dallas Cowboys,19.0,14.0,24.0,16.0,377.0,295.0,249.0,126.0,128.0,169.0,2.0,3.0,,,,/boxscores/197611250dal.htm,0,Net Pass Yards,,
5,12,Thu,November 25,3:30PM ET,boxscore,L,,8-4,@,Dallas Cowboys,19.0,14.0,24.0,16.0,377.0,295.0,249.0,126.0,128.0,169.0,2.0,3.0,,,,/boxscores/197611250dal.htm,0,Total Yards,,
6,12,Thu,November 25,3:30PM ET,boxscore,L,,8-4,@,Dallas Cowboys,19.0,14.0,24.0,16.0,377.0,295.0,249.0,126.0,128.0,169.0,2.0,3.0,,,,/boxscores/197611250dal.htm,0,Fumbles-Lost,,
7,12,Thu,November 25,3:30PM ET,boxscore,L,,8-4,@,Dallas Cowboys,19.0,14.0,24.0,16.0,377.0,295.0,249.0,126.0,128.0,169.0,2.0,3.0,,,,/boxscores/197611250dal.htm,0,Turnovers,,
8,12,Thu,November 25,3:30PM ET,boxscore,L,,8-4,@,Dallas Cowboys,19.0,14.0,24.0,16.0,377.0,295.0,249.0,126.0,128.0,169.0,2.0,3.0,,,,/boxscores/197611250dal.htm,0,Penalties-Yards,,
0,13,Sat,December 4,1:00PM ET,boxscore,W,,9-4,,Baltimore Colts,17.0,24.0,20.0,12.0,375.0,279.0,198.0,217.0,177.0,62.0,1.0,5.0,,,,/boxscores/197612040crd.htm,0,First Downs,,
1,13,Sat,December 4,1:00PM ET,boxscore,W,,9-4,,Baltimore Colts,17.0,24.0,20.0,12.0,375.0,279.0,198.0,217.0,177.0,62.0,1.0,5.0,,,,/boxscores/197612040crd.htm,0,Rush-Yds-TDs,,
2,13,Sat,December 4,1:00PM ET,boxscore,W,,9-4,,Baltimore Colts,17.0,24.0,20.0,12.0,375.0,279.0,198.0,217.0,177.0,62.0,1.0,5.0,,,,/boxscores/197612040crd.htm,0,Cmp-Att-Yd-TD-INT,,
3,13,Sat,December 4,1:00PM ET,boxscore,W,,9-4,,Baltimore Colts,17.0,24.0,20.0,12.0,375.0,279.0,198.0,217.0,177.0,62.0,1.0,5.0,,,,/boxscores/197612040crd.htm,0,Sacked-Yards,,
4,13,Sat,December 4,1:00PM ET,boxscore,W,,9-4,,Baltimore Colts,17.0,24.0,20.0,12.0,375.0,279.0,198.0,217.0,177.0,62.0,1.0,5.0,,,,/boxscores/197612040crd.htm,0,Net Pass Yards,,
5,13,Sat,December 4,1:00PM ET,boxscore,W,,9-4,,Baltimore Colts,17.0,24.0,20.0,12.0,375.0,279.0,198.0,217.0,177.0,62.0,1.0,5.0,,,,/boxscores/197612040crd.htm,0,Total Yards,,
6,13,Sat,December 4,1:00PM ET,boxscore,W,,9-4,,Baltimore Colts,17.0,24.0,20.0,12.0,375.0,279.0,198.0,217.0,177.0,62.0,1.0,5.0,,,,/boxscores/197612040crd.htm,0,Fumbles-Lost,,
7,13,Sat,December 4,1:00PM ET,boxscore,W,,9-4,,Baltimore Colts,17.0,24.0,20.0,12.0,375.0,279.0,198.0,217.0,177.0,62.0,1.0,5.0,,,,/boxscores/197612040crd.htm,0,Turnovers,,
8,13,Sat,December 4,1:00PM ET,boxscore,W,,9-4,,Baltimore Colts,17.0,24.0,20.0,12.0,375.0,279.0,198.0,217.0,177.0,62.0,1.0,5.0,,,,/boxscores/197612040crd.htm,0,Penalties-Yards,,
0,14,Sun,December 12,1:00PM ET,boxscore,W,,10-4,@,New York Giants,14.0,17.0,23.0,16.0,300.0,250.0,70.0,67.0,230.0,183.0,3.0,2.0,,,,/boxscores/197612120nyg.htm,0,First Downs,,
1,14,Sun,December 12,1:00PM ET,boxscore,W,,10-4,@,New York Giants,14.0,17.0,23.0,16.0,300.0,250.0,70.0,67.0,230.0,183.0,3.0,2.0,,,,/boxscores/197612120nyg.htm,0,Rush-Yds-TDs,,
2,14,Sun,December 12,1:00PM ET,boxscore,W,,10-4,@,New York Giants,14.0,17.0,23.0,16.0,300.0,250.0,70.0,67.0,230.0,183.0,3.0,2.0,,,,/boxscores/197612120nyg.htm,0,Cmp-Att-Yd-TD-INT,,
3,14,Sun,December 12,1:00PM ET,boxscore,W,,10-4,@,New York Giants,14.0,17.0,23.0,16.0,300.0,250.0,70.0,67.0,230.0,183.0,3.0,2.0,,,,/boxscores/197612120nyg.htm,0,Sacked-Yards,,
4,14,Sun,December 12,1:00PM ET,boxscore,W,,10-4,@,New York Giants,14.0,17.0,23.0,16.0,300.0,250.0,70.0,67.0,230.0,183.0,3.0,2.0,,,,/boxscores/197612120nyg.htm,0,Net Pass Yards,,
5,14,Sun,December 12,1:00PM ET,boxscore,W,,10-4,@,New York Giants,14.0,17.0,23.0,16.0,300.0,250.0,70.0,67.0,230.0,183.0,3.0,2.0,,,,/boxscores/197612120nyg.htm,0,Total Yards,,
6,14,Sun,December 12,1:00PM ET,boxscore,W,,10-4,@,New York Giants,14.0,17.0,23.0,16.0,300.0,250.0,70.0,67.0,230.0,183.0,3.0,2.0,,,,/boxscores/197612120nyg.htm,0,Fumbles-Lost,,
7,14,Sun,December 12,1:00PM ET,boxscore,W,,10-4,@,New York Giants,14.0,17.0,23.0,16.0,300.0,250.0,70.0,67.0,230.0,183.0,3.0,2.0,,,,/boxscores/197612120nyg.htm,0,Turnovers,,
8,14,Sun,December 12,1:00PM ET,boxscore,W,,10-4,@,New York Giants,14.0,17.0,23.0,16.0,300.0,250.0,70.0,67.0,230.0,183.0,3.0,2.0,,,,/boxscores/197612120nyg.htm,0,Penalties-Yards,,
0,1,Sun,September 21,2:00PM ET,boxscore,W,,1-0,,Atlanta Falcons,20.0,23.0,18.0,19.0,317.0,294.0,150.0,58.0,167.0,236.0,3.0,2.0,,,,/boxscores/197509210crd.htm,0,First Downs,,
1,1,Sun,September 21,2:00PM ET,boxscore,W,,1-0,,Atlanta Falcons,20.0,23.0,18.0,19.0,317.0,294.0,150.0,58.0,167.0,236.0,3.0,2.0,,,,/boxscores/197509210crd.htm,0,Rush-Yds-TDs,,
2,1,Sun,September 21,2:00PM ET,boxscore,W,,1-0,,Atlanta Falcons,20.0,23.0,18.0,19.0,317.0,294.0,150.0,58.0,167.0,236.0,3.0,2.0,,,,/boxscores/197509210crd.htm,0,Cmp-Att-Yd-TD-INT,,
3,1,Sun,September 21,2:00PM ET,boxscore,W,,1-0,,Atlanta Falcons,20.0,23.0,18.0,19.0,317.0,294.0,150.0,58.0,167.0,236.0,3.0,2.0,,,,/boxscores/197509210crd.htm,0,Sacked-Yards,,
4,1,Sun,September 21,2:00PM ET,boxscore,W,,1-0,,Atlanta Falcons,20.0,23.0,18.0,19.0,317.0,294.0,150.0,58.0,167.0,236.0,3.0,2.0,,,,/boxscores/197509210crd.htm,0,Net Pass Yards,,
5,1,Sun,September 21,2:00PM ET,boxscore,W,,1-0,,Atlanta Falcons,20.0,23.0,18.0,19.0,317.0,294.0,150.0,58.0,167.0,236.0,3.0,2.0,,,,/boxscores/197509210crd.htm,0,Total Yards,,
6,1,Sun,September 21,2:00PM ET,boxscore,W,,1-0,,Atlanta Falcons,20.0,23.0,18.0,19.0,317.0,294.0,150.0,58.0,167.0,236.0,3.0,2.0,,,,/boxscores/197509210crd.htm,0,Fumbles-Lost,,
7,1,Sun,September 21,2:00PM ET,boxscore,W,,1-0,,Atlanta Falcons,20.0,23.0,18.0,19.0,317.0,294.0,150.0,58.0,167.0,236.0,3.0,2.0,,,,/boxscores/197509210crd.htm,0,Turnovers,,
8,1,Sun,September 21,2:00PM ET,boxscore,W,,1-0,,Atlanta Falcons,20.0,23.0,18.0,19.0,317.0,294.0,150.0,58.0,167.0,236.0,3.0,2.0,,,,/boxscores/197509210crd.htm,0,Penalties-Yards,,
0,2,Sun,September 28,2:00PM ET,boxscore,L,OT,1-1,@,Dallas Cowboys,37.0,31.0,19.0,28.0,432.0,448.0,314.0,288.0,118.0,160.0,3.0,2.0,,,,/boxscores/197509280dal.htm,0,First Downs,,
1,2,Sun,September 28,2:00PM ET,boxscore,L,OT,1-1,@,Dallas Cowboys,37.0,31.0,19.0,28.0,432.0,448.0,314.0,288.0,118.0,160.0,3.0,2.0,,,,/boxscores/197509280dal.htm,0,Rush-Yds-TDs,,
2,2,Sun,September 28,2:00PM ET,boxscore,L,OT,1-1,@,Dallas Cowboys,37.0,31.0,19.0,28.0,432.0,448.0,314.0,288.0,118.0,160.0,3.0,2.0,,,,/boxscores/197509280dal.htm,0,Cmp-Att-Yd-TD-INT,,
3,2,Sun,September 28,2:00PM ET,boxscore,L,OT,1-1,@,Dallas Cowboys,37.0,31.0,19.0,28.0,432.0,448.0,314.0,288.0,118.0,160.0,3.0,2.0,,,,/boxscores/197509280dal.htm,0,Sacked-Yards,,
4,2,Sun,September 28,2:00PM ET,boxscore,L,OT,1-1,@,Dallas Cowboys,37.0,31.0,19.0,28.0,432.0,448.0,314.0,288.0,118.0,160.0,3.0,2.0,,,,/boxscores/197509280dal.htm,0,Net Pass Yards,,
5,2,Sun,September 28,2:00PM ET,boxscore,L,OT,1-1,@,Dallas Cowboys,37.0,31.0,19.0,28.0,432.0,448.0,314.0,288.0,118.0,160.0,3.0,2.0,,,,/boxscores/197509280dal.htm,0,Total Yards,,
6,2,Sun,September 28,2:00PM ET,boxscore,L,OT,1-1,@,Dallas Cowboys,37.0,31.0,19.0,28.0,432.0,448.0,314.0,288.0,118.0,160.0,3.0,2.0,,,,/boxscores/197509280dal.htm,0,Fumbles-Lost,,
7,2,Sun,September 28,2:00PM ET,boxscore,L,OT,1-1,@,Dallas Cowboys,37.0,31.0,19.0,28.0,432.0,448.0,314.0,288.0,118.0,160.0,3.0,2.0,,,,/boxscores/197509280dal.htm,0,Turnovers,,
8,2,Sun,September 28,2:00PM ET,boxscore,L,OT,1-1,@,Dallas Cowboys,37.0,31.0,19.0,28.0,432.0,448.0,314.0,288.0,118.0,160.0,3.0,2.0,,,,/boxscores/197509280dal.htm,0,Penalties-Yards,,
0,3,Sun,October 5,2:00PM ET,boxscore,W,,2-1,,New York Giants,14.0,26.0,18.0,19.0,379.0,264.0,125.0,138.0,254.0,126.0,2.0,1.0,,,,/boxscores/197510050crd.htm,0,First Downs,,
1,3,Sun,October 5,2:00PM ET,boxscore,W,,2-1,,New York Giants,14.0,26.0,18.0,19.0,379.0,264.0,125.0,138.0,254.0,126.0,2.0,1.0,,,,/boxscores/197510050crd.htm,0,Rush-Yds-TDs,,
2,3,Sun,October 5,2:00PM ET,boxscore,W,,2-1,,New York Giants,14.0,26.0,18.0,19.0,379.0,264.0,125.0,138.0,254.0,126.0,2.0,1.0,,,,/boxscores/197510050crd.htm,0,Cmp-Att-Yd-TD-INT,,
3,3,Sun,October 5,2:00PM ET,boxscore,W,,2-1,,New York Giants,14.0,26.0,18.0,19.0,379.0,264.0,125.0,138.0,254.0,126.0,2.0,1.0,,,,/boxscores/197510050crd.htm,0,Sacked-Yards,,
4,3,Sun,October 5,2:00PM ET,boxscore,W,,2-1,,New York Giants,14.0,26.0,18.0,19.0,379.0,264.0,125.0,138.0,254.0,126.0,2.0,1.0,,,,/boxscores/197510050crd.htm,0,Net Pass Yards,,
5,3,Sun,October 5,2:00PM ET,boxscore,W,,2-1,,New York Giants,14.0,26.0,18.0,19.0,379.0,264.0,125.0,138.0,254.0,126.0,2.0,1.0,,,,/boxscores/197510050crd.htm,0,Total Yards,,
6,3,Sun,October 5,2:00PM ET,boxscore,W,,2-1,,New York Giants,14.0,26.0,18.0,19.0,379.0,264.0,125.0,138.0,254.0,126.0,2.0,1.0,,,,/boxscores/197510050crd.htm,0,Fumbles-Lost,,
7,3,Sun,October 5,2:00PM ET,boxscore,W,,2-1,,New York Giants,14.0,26.0,18.0,19.0,379.0,264.0,125.0,138.0,254.0,126.0,2.0,1.0,,,,/boxscores/197510050crd.htm,0,Turnovers,,
8,3,Sun,October 5,2:00PM ET,boxscore,W,,2-1,,New York Giants,14.0,26.0,18.0,19.0,379.0,264.0,125.0,138.0,254.0,126.0,2.0,1.0,,,,/boxscores/197510050crd.htm,0,Penalties-Yards,,
0,4,Mon,October 13,9:00PM ET,boxscore,L,,2-2,@,Washington Redskins,27.0,17.0,13.0,21.0,288.0,347.0,220.0,189.0,68.0,158.0,5.0,2.0,,,,/boxscores/197510130was.htm,0,First Downs,,
1,4,Mon,October 13,9:00PM ET,boxscore,L,,2-2,@,Washington Redskins,27.0,17.0,13.0,21.0,288.0,347.0,220.0,189.0,68.0,158.0,5.0,2.0,,,,/boxscores/197510130was.htm,0,Rush-Yds-TDs,,
2,4,Mon,October 13,9:00PM ET,boxscore,L,,2-2,@,Washington Redskins,27.0,17.0,13.0,21.0,288.0,347.0,220.0,189.0,68.0,158.0,5.0,2.0,,,,/boxscores/197510130was.htm,0,Cmp-Att-Yd-TD-INT,,
3,4,Mon,October 13,9:00PM ET,boxscore,L,,2-2,@,Washington Redskins,27.0,17.0,13.0,21.0,288.0,347.0,220.0,189.0,68.0,158.0,5.0,2.0,,,,/boxscores/197510130was.htm,0,Sacked-Yards,,
4,4,Mon,October 13,9:00PM ET,boxscore,L,,2-2,@,Washington Redskins,27.0,17.0,13.0,21.0,288.0,347.0,220.0,189.0,68.0,158.0,5.0,2.0,,,,/boxscores/197510130was.htm,0,Net Pass Yards,,
5,4,Mon,October 13,9:00PM ET,boxscore,L,,2-2,@,Washington Redskins,27.0,17.0,13.0,21.0,288.0,347.0,220.0,189.0,68.0,158.0,5.0,2.0,,,,/boxscores/197510130was.htm,0,Total Yards,,
6,4,Mon,October 13,9:00PM ET,boxscore,L,,2-2,@,Washington Redskins,27.0,17.0,13.0,21.0,288.0,347.0,220.0,189.0,68.0,158.0,5.0,2.0,,,,/boxscores/197510130was.htm,0,Fumbles-Lost,,
7,4,Mon,October 13,9:00PM ET,boxscore,L,,2-2,@,Washington Redskins,27.0,17.0,13.0,21.0,288.0,347.0,220.0,189.0,68.0,158.0,5.0,2.0,,,,/boxscores/197510130was.htm,0,Turnovers,,
8,4,Mon,October 13,9:00PM ET,boxscore,L,,2-2,@,Washington Redskins,27.0,17.0,13.0,21.0,288.0,347.0,220.0,189.0,68.0,158.0,5.0,2.0,,,,/boxscores/197510130was.htm,0,Penalties-Yards,,
0,5,Sun,October 19,2:00PM ET,boxscore,W,,3-2,,Philadelphia Eagles,20.0,31.0,22.0,16.0,403.0,250.0,125.0,148.0,278.0,102.0,4.0,3.0,,,,/boxscores/197510190crd.htm,0,First Downs,,
1,5,Sun,October 19,2:00PM ET,boxscore,W,,3-2,,Philadelphia Eagles,20.0,31.0,22.0,16.0,403.0,250.0,125.0,148.0,278.0,102.0,4.0,3.0,,,,/boxscores/197510190crd.htm,0,Rush-Yds-TDs,,
2,5,Sun,October 19,2:00PM ET,boxscore,W,,3-2,,Philadelphia Eagles,20.0,31.0,22.0,16.0,403.0,250.0,125.0,148.0,278.0,102.0,4.0,3.0,,,,/boxscores/197510190crd.htm,0,Cmp-Att-Yd-TD-INT,,
3,5,Sun,October 19,2:00PM ET,boxscore,W,,3-2,,Philadelphia Eagles,20.0,31.0,22.0,16.0,403.0,250.0,125.0,148.0,278.0,102.0,4.0,3.0,,,,/boxscores/197510190crd.htm,0,Sacked-Yards,,
4,5,Sun,October 19,2:00PM ET,boxscore,W,,3-2,,Philadelphia Eagles,20.0,31.0,22.0,16.0,403.0,250.0,125.0,148.0,278.0,102.0,4.0,3.0,,,,/boxscores/197510190crd.htm,0,Net Pass Yards,,
5,5,Sun,October 19,2:00PM ET,boxscore,W,,3-2,,Philadelphia Eagles,20.0,31.0,22.0,16.0,403.0,250.0,125.0,148.0,278.0,102.0,4.0,3.0,,,,/boxscores/197510190crd.htm,0,Total Yards,,
6,5,Sun,October 19,2:00PM ET,boxscore,W,,3-2,,Philadelphia Eagles,20.0,31.0,22.0,16.0,403.0,250.0,125.0,148.0,278.0,102.0,4.0,3.0,,,,/boxscores/197510190crd.htm,0,Fumbles-Lost,,
7,5,Sun,October 19,2:00PM ET,boxscore,W,,3-2,,Philadelphia Eagles,20.0,31.0,22.0,16.0,403.0,250.0,125.0,148.0,278.0,102.0,4.0,3.0,,,,/boxscores/197510190crd.htm,0,Turnovers,,
8,5,Sun,October 19,2:00PM ET,boxscore,W,,3-2,,Philadelphia Eagles,20.0,31.0,22.0,16.0,403.0,250.0,125.0,148.0,278.0,102.0,4.0,3.0,,,,/boxscores/197510190crd.htm,0,Penalties-Yards,,
0,6,Sat,October 25,1:00PM ET,boxscore,W,,4-2,@,New York Giants,13.0,20.0,14.0,22.0,314.0,281.0,189.0,199.0,125.0,82.0,,4.0,,,,/boxscores/197510250nyg.htm,0,First Downs,,
1,6,Sat,October 25,1:00PM ET,boxscore,W,,4-2,@,New York Giants,13.0,20.0,14.0,22.0,314.0,281.0,189.0,199.0,125.0,82.0,,4.0,,,,/boxscores/197510250nyg.htm,0,Rush-Yds-TDs,,
2,6,Sat,October 25,1:00PM ET,boxscore,W,,4-2,@,New York Giants,13.0,20.0,14.0,22.0,314.0,281.0,189.0,199.0,125.0,82.0,,4.0,,,,/boxscores/197510250nyg.htm,0,Cmp-Att-Yd-TD-INT,,
3,6,Sat,October 25,1:00PM ET,boxscore,W,,4-2,@,New York Giants,13.0,20.0,14.0,22.0,314.0,281.0,189.0,199.0,125.0,82.0,,4.0,,,,/boxscores/197510250nyg.htm,0,Sacked-Yards,,
4,6,Sat,October 25,1:00PM ET,boxscore,W,,4-2,@,New York Giants,13.0,20.0,14.0,22.0,314.0,281.0,189.0,199.0,125.0,82.0,,4.0,,,,/boxscores/197510250nyg.htm,0,Net Pass Yards,,
5,6,Sat,October 25,1:00PM ET,boxscore,W,,4-2,@,New York Giants,13.0,20.0,14.0,22.0,314.0,281.0,189.0,199.0,125.0,82.0,,4.0,,,,/boxscores/197510250nyg.htm,0,Total Yards,,
6,6,Sat,October 25,1:00PM ET,boxscore,W,,4-2,@,New York Giants,13.0,20.0,14.0,22.0,314.0,281.0,189.0,199.0,125.0,82.0,,4.0,,,,/boxscores/197510250nyg.htm,0,Fumbles-Lost,,
7,6,Sat,October 25,1:00PM ET,boxscore,W,,4-2,@,New York Giants,13.0,20.0,14.0,22.0,314.0,281.0,189.0,199.0,125.0,82.0,,4.0,,,,/boxscores/197510250nyg.htm,0,Turnovers,,
8,6,Sat,October 25,1:00PM ET,boxscore,W,,4-2,@,New York Giants,13.0,20.0,14.0,22.0,314.0,281.0,189.0,199.0,125.0,82.0,,4.0,,,,/boxscores/197510250nyg.htm,0,Penalties-Yards,,
0,7,Sun,November 2,2:00PM ET,boxscore,W,,5-2,,New England Patriots,17.0,24.0,18.0,17.0,273.0,274.0,158.0,152.0,115.0,122.0,3.0,3.0,,,,/boxscores/197511020crd.htm,0,First Downs,,
1,7,Sun,November 2,2:00PM ET,boxscore,W,,5-2,,New England Patriots,17.0,24.0,18.0,17.0,273.0,274.0,158.0,152.0,115.0,122.0,3.0,3.0,,,,/boxscores/197511020crd.htm,0,Rush-Yds-TDs,,
2,7,Sun,November 2,2:00PM ET,boxscore,W,,5-2,,New England Patriots,17.0,24.0,18.0,17.0,273.0,274.0,158.0,152.0,115.0,122.0,3.0,3.0,,,,/boxscores/197511020crd.htm,0,Cmp-Att-Yd-TD-INT,,
3,7,Sun,November 2,2:00PM ET,boxscore,W,,5-2,,New England Patriots,17.0,24.0,18.0,17.0,273.0,274.0,158.0,152.0,115.0,122.0,3.0,3.0,,,,/boxscores/197511020crd.htm,0,Sacked-Yards,,
4,7,Sun,November 2,2:00PM ET,boxscore,W,,5-2,,New England Patriots,17.0,24.0,18.0,17.0,273.0,274.0,158.0,152.0,115.0,122.0,3.0,3.0,,,,/boxscores/197511020crd.htm,0,Net Pass Yards,,
5,7,Sun,November 2,2:00PM ET,boxscore,W,,5-2,,New England Patriots,17.0,24.0,18.0,17.0,273.0,274.0,158.0,152.0,115.0,122.0,3.0,3.0,,,,/boxscores/197511020crd.htm,0,Total Yards,,
6,7,Sun,November 2,2:00PM ET,boxscore,W,,5-2,,New England Patriots,17.0,24.0,18.0,17.0,273.0,274.0,158.0,152.0,115.0,122.0,3.0,3.0,,,,/boxscores/197511020crd.htm,0,Fumbles-Lost,,
7,7,Sun,November 2,2:00PM ET,boxscore,W,,5-2,,New England Patriots,17.0,24.0,18.0,17.0,273.0,274.0,158.0,152.0,115.0,122.0,3.0,3.0,,,,/boxscores/197511020crd.htm,0,Turnovers,,
8,7,Sun,November 2,2:00PM ET,boxscore,W,,5-2,,New England Patriots,17.0,24.0,18.0,17.0,273.0,274.0,158.0,152.0,115.0,122.0,3.0,3.0,,,,/boxscores/197511020crd.htm,0,Penalties-Yards,,
0,8,Sun,November 9,1:00PM ET,boxscore,W,,6-2,@,Philadelphia Eagles,23.0,24.0,23.0,17.0,361.0,326.0,208.0,239.0,153.0,87.0,2.0,2.0,,,,/boxscores/197511090phi.htm,0,First Downs,,
1,8,Sun,November 9,1:00PM ET,boxscore,W,,6-2,@,Philadelphia Eagles,23.0,24.0,23.0,17.0,361.0,326.0,208.0,239.0,153.0,87.0,2.0,2.0,,,,/boxscores/197511090phi.htm,0,Rush-Yds-TDs,,
2,8,Sun,November 9,1:00PM ET,boxscore,W,,6-2,@,Philadelphia Eagles,23.0,24.0,23.0,17.0,361.0,326.0,208.0,239.0,153.0,87.0,2.0,2.0,,,,/boxscores/197511090phi.htm,0,Cmp-Att-Yd-TD-INT,,
3,8,Sun,November 9,1:00PM ET,boxscore,W,,6-2,@,Philadelphia Eagles,23.0,24.0,23.0,17.0,361.0,326.0,208.0,239.0,153.0,87.0,2.0,2.0,,,,/boxscores/197511090phi.htm,0,Sacked-Yards,,
4,8,Sun,November 9,1:00PM ET,boxscore,W,,6-2,@,Philadelphia Eagles,23.0,24.0,23.0,17.0,361.0,326.0,208.0,239.0,153.0,87.0,2.0,2.0,,,,/boxscores/197511090phi.htm,0,Net Pass Yards,,
5,8,Sun,November 9,1:00PM ET,boxscore,W,,6-2,@,Philadelphia Eagles,23.0,24.0,23.0,17.0,361.0,326.0,208.0,239.0,153.0,87.0,2.0,2.0,,,,/boxscores/197511090phi.htm,0,Total Yards,,
6,8,Sun,November 9,1:00PM ET,boxscore,W,,6-2,@,Philadelphia Eagles,23.0,24.0,23.0,17.0,361.0,326.0,208.0,239.0,153.0,87.0,2.0,2.0,,,,/boxscores/197511090phi.htm,0,Fumbles-Lost,,
7,8,Sun,November 9,1:00PM ET,boxscore,W,,6-2,@,Philadelphia Eagles,23.0,24.0,23.0,17.0,361.0,326.0,208.0,239.0,153.0,87.0,2.0,2.0,,,,/boxscores/197511090phi.htm,0,Turnovers,,
8,8,Sun,November 9,1:00PM ET,boxscore,W,,6-2,@,Philadelphia Eagles,23.0,24.0,23.0,17.0,361.0,326.0,208.0,239.0,153.0,87.0,2.0,2.0,,,,/boxscores/197511090phi.htm,0,Penalties-Yards,,
0,9,Sun,November 16,4:00PM ET,boxscore,W,OT,7-2,,Washington Redskins,17.0,20.0,31.0,16.0,427.0,397.0,197.0,252.0,230.0,145.0,4.0,5.0,,,,/boxscores/197511160crd.htm,0,First Downs,,
1,9,Sun,November 16,4:00PM ET,boxscore,W,OT,7-2,,Washington Redskins,17.0,20.0,31.0,16.0,427.0,397.0,197.0,252.0,230.0,145.0,4.0,5.0,,,,/boxscores/197511160crd.htm,0,Rush-Yds-TDs,,
2,9,Sun,November 16,4:00PM ET,boxscore,W,OT,7-2,,Washington Redskins,17.0,20.0,31.0,16.0,427.0,397.0,197.0,252.0,230.0,145.0,4.0,5.0,,,,/boxscores/197511160crd.htm,0,Cmp-Att-Yd-TD-INT,,
3,9,Sun,November 16,4:00PM ET,boxscore,W,OT,7-2,,Washington Redskins,17.0,20.0,31.0,16.0,427.0,397.0,197.0,252.0,230.0,145.0,4.0,5.0,,,,/boxscores/197511160crd.htm,0,Sacked-Yards,,
4,9,Sun,November 16,4:00PM ET,boxscore,W,OT,7-2,,Washington Redskins,17.0,20.0,31.0,16.0,427.0,397.0,197.0,252.0,230.0,145.0,4.0,5.0,,,,/boxscores/197511160crd.htm,0,Net Pass Yards,,
5,9,Sun,November 16,4:00PM ET,boxscore,W,OT,7-2,,Washington Redskins,17.0,20.0,31.0,16.0,427.0,397.0,197.0,252.0,230.0,145.0,4.0,5.0,,,,/boxscores/197511160crd.htm,0,Total Yards,,
6,9,Sun,November 16,4:00PM ET,boxscore,W,OT,7-2,,Washington Redskins,17.0,20.0,31.0,16.0,427.0,397.0,197.0,252.0,230.0,145.0,4.0,5.0,,,,/boxscores/197511160crd.htm,0,Fumbles-Lost,,
7,9,Sun,November 16,4:00PM ET,boxscore,W,OT,7-2,,Washington Redskins,17.0,20.0,31.0,16.0,427.0,397.0,197.0,252.0,230.0,145.0,4.0,5.0,,,,/boxscores/197511160crd.htm,0,Turnovers,,
8,9,Sun,November 16,4:00PM ET,boxscore,W,OT,7-2,,Washington Redskins,17.0,20.0,31.0,16.0,427.0,397.0,197.0,252.0,230.0,145.0,4.0,5.0,,,,/boxscores/197511160crd.htm,0,Penalties-Yards,,
0,10,Sun,November 23,1:00PM ET,boxscore,W,,8-2,@,New York Jets,6.0,37.0,23.0,22.0,476.0,323.0,267.0,166.0,209.0,157.0,3.0,3.0,,,,/boxscores/197511230nyj.htm,0,First Downs,,
1,10,Sun,November 23,1:00PM ET,boxscore,W,,8-2,@,New York Jets,6.0,37.0,23.0,22.0,476.0,323.0,267.0,166.0,209.0,157.0,3.0,3.0,,,,/boxscores/197511230nyj.htm,0,Rush-Yds-TDs,,
2,10,Sun,November 23,1:00PM ET,boxscore,W,,8-2,@,New York Jets,6.0,37.0,23.0,22.0,476.0,323.0,267.0,166.0,209.0,157.0,3.0,3.0,,,,/boxscores/197511230nyj.htm,0,Cmp-Att-Yd-TD-INT,,
